objectid,title,creator,date,description,format,language,publisher,rights,rightsstatement,type,type_genre,source,oclc number,date created,date modified,reference_url,cdmid,contentdm file name, contentdm file path
36,For Liberty and Peace on Earth--Give War Bonds,"United States. Department of the Treasury; Simpson, Lyman",1944,"Liberty Bell, paper Christmas bells, and part of a holly wreath hang over war bonds.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p30,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/232,232,262.jp2,/WW2Posters/image/262.jp2
37,United--The United Nations Fight for Freedom,"United States. Office of War Information; Ragan, Leslie",1943,The United Nation's flags showing through smoke above ships and planes,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p9,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/233,233,292.jp2,/WW2Posters/image/292.jp2
38,Do with Less - so They'll Have Enough!,United States. Office of War Information,1943,"A smiling soldier drinking coffee. ""Rationing gives you your fair share.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p51,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/234,234,333.jp2,/WW2Posters/image/333.jp2
39,Bits of Careless Talk--Are Pieced Together by the Enemy,"Dohanos, Stevan",1943,"A hand with a Nazi ring, piecing together a puzzle that reveals: ""Convoy sails for England tonight.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f6p26,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/235,235,263.jp2,/WW2Posters/image/263.jp2
40,You Can't Afford to Miss Either!--Buy Bonds Every Payday,United States. Department of the Treasury,1944,Soldier operating a machine gun or artillery. A plane goes down in flames in the background.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p26,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/236,236,293.jp2,/WW2Posters/image/293.jp2
41,Rationing Means a Fair Share for All of Us,"United States. Office of Price Administration; Roese, Herbert",1943,A picture of a woman carrying out all the food that another woman needs when there is no rationing. Another picture showing both women getting food with the rationing program.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p53,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/237,237,242.jp2,/WW2Posters/image/242.jp2
42,Make This Pledge--I Pay No More Than Top Legal Prices--I Accept No Rationed Goods Without Giving Up Ration Stamps,United States. Office of Price Administration,1943,"A woman dressed in red and white, raising her right hand and making the pledge.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p41,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/238,238,252.jp2,/WW2Posters/image/252.jp2
43,In the Strength of Great Hope We Must Shoulder Our Common Load.--Buy Victory Bonds,"United States. Department of the Treasury; Beall, C. C.",1945,"Franklin D. Roosevelt's image in the sky with a family looking to the horizon, standing beside a cross. Includes the Victory Loan logo.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p21,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/239,239,197.jp2,/WW2Posters/image/197.jp2
44,Where Our Men Are Fighting--Our Food Is Fighting,United States. Office of War Information,1943,"Parachutes descending with soldiers and boxes of food. ""Buy wisely--Cook carefully--Store carefully--Use leftovers.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p39,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/240,240,297.jp2,/WW2Posters/image/297.jp2
45,"Cost of Living Comparison, 1918 to 1944",United States. Office of Price Administration,1944,A picture of a woman reaching up high for groceries that rose because of the increase in cost of living in 1918. A picture of a woman in 1944 reaching for groceries below her waist because of price control. On the reverse side is a letter encouraging the recipient to display the poster.,application/pdf,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p8,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/241,241,329.pdf,/WW2Posters/image/329.pdf
46,Careless Word...--A Needless Sinking,"United States. Office of War Information; Fischer, Anton Otto",1942,"A ship sinking in the ocean with smoke billowing out, as survivors look on from a rowboat.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f6p18,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/242,242,305.jp2,/WW2Posters/image/305.jp2
47,Americans Will Always Fight for Liberty,United States. Office of War Information,1943,American Army of 1943 marching past the American Army of 1778.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f2p16,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/243,243,272.jp2,/WW2Posters/image/272.jp2
48,Wanted!--For Murder--Her Careless Talk Costs Lives,"United States. Office of War Information; Keppler, Victor",1944,"A woman's photograph in a WANTED poster. On the reverse side of the poster is a letter, urging the recipient to display the poster.",application/pdf,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f6p15,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/244,244,221.pdf,/WW2Posters/image/221.pdf
49,Care is Costly--Buy and Hold War Bonds,"United States. Department of the Treasury; Treidler, Adolph",1945,"Injured soldier sitting against a wall. The same art is used for the ""Care is Costly--Buy War Bonds and Stamps"" poster.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p29,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/245,245,330.jp2,/WW2Posters/image/330.jp2
50,Stamp Out--Black Markets...with Your Ration Stamps--Pay No More Than Legal Prices,,1943,A thumb pressing a ration stamp down atop a green man.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p46,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/246,246,238.jp2,/WW2Posters/image/238.jp2
51,Women...Our Wounded Need Your Care!--Join a Hospital Company,United States. Army. Recruiting Publicity Bureau; United States. Army. Women's Army Corps,1945,Woman volunteering at an army hospital.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p14,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/247,247,311.jp2,/WW2Posters/image/311.jp2
52,Educational Program of the United States Army,United States. Army. Services of Supply; United States. Office of Education; Army Institute (U.S.); United States. Army. Services of Supply. Special Service Division,1939-1945,Information about what to do before and after you enter the service.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Text,posters,World War II Posters,oksa_1972-002f2p4,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/248,248,281.jp2,/WW2Posters/image/281.jp2
53,Enemy Is Listening--He Wants to Know What You Know--Keep It to Yourself,United States. Office of Facts and Figures; United States. War Department. Military Intelligence Division; United States. Office of Naval Intelligence; United States. Federal Bureau of Investigation,1942,"Text-based poster, cautioning against loose talk about American war efforts.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Text,posters,World War II Posters,oksa_1972-002f6p14,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/249,249,229.jp2,/WW2Posters/image/229.jp2
54,Less Dangerous--Than Careless Talk,"United States. Office of War Information; Dorne, Albert",1944,"A rattlesnake with fangs bared. ""Don't discuss troop movements - ship sailings - war equipment.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f6p16,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/250,250,232.jp2,/WW2Posters/image/232.jp2
55,"Atlantic Charter, August 14, 1941",United States. Office of War Information,1943,"A poster of the Atlantic Charter, signed by Franklin D. Roosevelt and Winston S. Churchill on August 14, 1941.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Text,posters,World War II Posters,oksa_1972-002f8p10,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/251,251,261.jp2,/WW2Posters/image/261.jp2
56,Revolutionary War Inspirational Posters (4 in 1),"United States. Department of the Treasury; Daugherty, James",1942,"Four historically defining moments from the Revolutionary War, accompanied by slogans encouraging Americans to purchase war stamps and bonds. The scenes depicted include: ""Lexington, 1775""; ""Independence--July 4, 1776""; ""John Paul Jones said: 'I have not yet begun to fight'""; and ""Washington crossed the Delaware.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p47,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/252,252,250.jp2,/WW2Posters/image/250.jp2
57,Save Your Cans--Help Pass the Ammunition,"United States. War Production Board. Salvage Division; Barclay, McClelland",1939-1945,"Food cans traveling from a woman's hand, transforming into bullets, and feeding into a soldier's machine gun. ""Prepare your tin cans for war...""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p5,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/253,253,257.jp2,/WW2Posters/image/257.jp2
58,They Did Their Part,United States. Office of War Information,1943,"Picture of the Sullivan brothers, U. S. Navy, classified as ""missing in action"" off the Solomons.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f2p1,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/254,254,224.jp2,/WW2Posters/image/224.jp2
59,Urgent Plea:--Save Waste Paper,United States. War Production Board. Salvage Division; United States. Office of Price Administration,1939-1945,An illustrated list of items that are needed for war production. On the reverse side is a letter encouraging the recipient to display the poster.,application/pdf,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p6,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/255,255,275.pdf,/WW2Posters/image/275.pdf
60,90% Posters with Progress Chart (3 in 1),"Lufkin, Raymond; United States. Department of the Treasury; United States. Office of Education",1939-1945,"Three posters encouraging American students to improve their academic performance to the 90 percentile. The first poster features a black and white image of Uncle Sam: """"Our Class Below 90%--Hey, Kids, You Let Me Down!"""" The second poster is a banner with a Revolutionary soldier: """"90% or More."""" The last poster is a progress chart, featuring American soldier cut-outs that can attack Japanese soldiers stationed at various percentiles of progress. The chart urges students to """"Save EVERY Stamp Day."""" This document may be part of a news bulletin that was published as part of the Schools at War Program.",application/pdf,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p55,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/256,256,341.pdf,/WW2Posters/image/341.pdf
61,How Your Words Get To Japan,War Advertising Council; United States. Office of War Information; United States. Army; United States. Navy; United States. Federal Bureau of Investigation; United States. Office of Censorship,1945,"A booklet warning Americans of Japanese spies and cautioning against loose, open talk of American war efforts.",application/pdf,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Text,pamphlets,World War II Posters,oksa_1972-002f6p11,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/257,257,287.pdf,/WW2Posters/image/287.pdf
62,Plant a Victory Garden,United States. Office of War Information,1943,"Two adults and a child working in a garden. ""Our food is fighting--A garden will make your rations go further.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f4p6,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/258,258,251.jp2,/WW2Posters/image/251.jp2
63,To Every Ordnance Worker--From the Chief of Ordnance,United States. War Department; United States. Army. Ordnance Department,1942,"Letter to ordnance workers, emphasizing their responsibility, from Major General C. M. Wesson, the Chief of Ordnance for the U.S. Army. ""Keep 'em Shooting!""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Text,posters,World War II Posters,oksa_1972-002f1p6,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/259,259,266.jp2,/WW2Posters/image/266.jp2
64,Give War Bonds--The Present with a Future,"United States. Department of the Treasury; Snider, Don",1943,Christmas tree with war bonds decorating it and packages scattered under it.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p15,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/260,260,265.jp2,/WW2Posters/image/265.jp2
65,For Freedom's Sake--Buy War Bonds,J. A.,1943,"Statue of a Revolutionary War soldier, with a quiet community in the background.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p25,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/261,261,223.jp2,/WW2Posters/image/223.jp2
66,...And We Talk About Sacrifice--Buy War Bonds,"United States. Department of the Treasury; Couillard, Roger",1943,Woman crying with a destroyed village behind her.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p45,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/262,262,278.jp2,/WW2Posters/image/278.jp2
67,Help Produce with War Bonds,"United States. Department of the Treasury; United States. Office of Education; Rojankovsky, Feodor",1944,"Map of the U. S. displaying where in the country various crops and war items are produced. Also included are prices for the war equipment. On the reverse side are more detailed information, facts, activities, and instructions on how schools can participate in raising and saving money for the war. This document is part of a news bulletin that was published as part of the Schools at War Program.",application/pdf,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Text,bulletins,World War II Posters,oksa_1972-002f5p41,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/263,263,320.pdf,/WW2Posters/image/320.pdf
68,Going Our Way?--Be a Victory Farm Volunteer,"National Victory Farm Volunteers (U.S.); United States. Crop Corps; Bruehl, Anton",1945,"Boy and girl going to farm, the boy shouldering a hoe and pitchfork. The poster is on the reverse side of a letter, urging the recipient to display the poster.",application/pdf,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f4p2,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/264,264,220.pdf,/WW2Posters/image/220.pdf
69,Buying a Bond Is No Sacrifice--Missing in Action...,"United States. Office of War Information; United States. Department of the Treasury; Gonzalez, Xavier",1943,Worried woman holding a young boy. On the table is a Missing in Action letter from the Navy.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p22,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/265,265,285.jp2,/WW2Posters/image/285.jp2
70,You Buy 'Em We'll Fly 'Em!--Defense Bonds Stamps,Wilkinsons,1942,"U.S. fighter pilot in his plane encouraging people to buy defense bonds stamps. ""The more bonds you buy - the more planes will fly.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p11,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/266,266,321.jp2,/WW2Posters/image/321.jp2
71,Your Metal Is Their Might!,"United States. Army; Schlaikjer, Jes Wilhelm",1943,Three soldiers operating a machine gun in battle.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p29,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/267,267,301.jp2,/WW2Posters/image/301.jp2
