title	contributor	date original	description	format	language	publisher	rights	rights uri	type	type genre	identifier	osu.filename
Buy War Bonds--Third War Loan	Keppler, Victor	1943	Crying boy wearing a soldier's medal.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p16	oksa_1972-002f5p16.jpg
Back the Attack!--Buy War Bonds--3rd War Loan	Schreiber	1943	Soldier with a gun. Other soldiers parachute down from the sky.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p17	oksa_1972-002f5p17.jpg
War Bonds Are Cheaper Than Wooden Crosses	Interdepartmental War Savings Bond Committee; Hughes, Ardis	1944	"Soldier walking through a graveyard with multiple wooden crosses on his shoulders. ""Buy more [war bonds] through pay roll savings."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p18	oksa_1972-002f5p18.jpg
They're Fighting Harder Than Ever--Are You Buying More War Bonds Than Ever?	United States. Department of the Treasury; Hewitt	1943	Soldiers fighting amidst explosions.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p19	oksa_1972-002f5p19.jpg
Buy U. S. War Savings Bonds and Stamps Now		1942	"American flag with a Franklin D. Roosevelt quote: ""We can...We will..We must!"""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p2	oksa_1972-002f5p2.jpg
Plan Today--Build Tomorrow with War Bonds thru Pay Roll Savings	Interdepartmental War Savings Bond Committee; Hughes, Ardis	1944	Couple looking at house designs.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p20	oksa_1972-002f5p20.jpg
"""In the Strength of Great Hope We Must Shoulder Our Common Load.""--Buy Victory Bonds"	United States. Department of the Treasury; Beall, C. C.	1945	Franklin D. Roosevelt's image in the sky with a family looking to the horizon, standing beside a cross. Includes the Victory Loan logo.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p21	oksa_1972-002f5p21.jpg
Buying a Bond Is No Sacrifice--Missing in Action...	United States. Office of War Information; United States. Department of the Treasury; Gonzalez, Xavier	1943	Worried woman holding a young boy. On the table is a Missing in Action letter from the Navy.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p22	oksa_1972-002f5p22.jpg
Let's All Fight--Buy War Bonds		1942	Soldier running with a rifle and bayonet. Behind him are workers on the home front creating everything the soldiers need.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p23	oksa_1972-002f5p23.jpg
85 Million Americans Hold War Bonds	United States. Department of the Treasury	1945	Statue of Liberty's hand, holding her torch, juxtaposed with an American's hand holding war bonds.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p24	oksa_1972-002f5p24.jpg
For Freedom's Sake--Buy War Bonds	J. A.	1943	Statue of a Revolutionary War soldier, with a quiet community in the background.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p25	oksa_1972-002f5p25.jpg
You Can't Afford to Miss Either!--Buy Bonds Every Payday	United States. Department of the Treasury	1944	Soldier operating a machine gun or artillery. A plane goes down in flames in the background.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p26	oksa_1972-002f5p26.jpg
Carry On!--Buy War Bonds	United States. Department of the Treasury; Raskin, Joseph	1939-1945	Nurse writing a letter for an injured, blinded soldier.	image/jpeg	en_US	Abbott Laboratories	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p27	oksa_1972-002f5p27.jpg
Help Him Get Through!--Buy War Bonds	United States. Department of the Treasury; Schnakenberg, Arthur	1939-1945	Soldier struggling through the jungle.	image/jpeg	en_US	Abbott Laboratories	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p28	oksa_1972-002f5p28.jpg
Care is Costly--Buy and Hold War Bonds	United States. Department of the Treasury; Treidler, Adolph	1945	"Injured soldier sitting against a wall. The same art is used for the ""Care is Costly--Buy War Bonds and Stamps"" poster."	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p29	oksa_1972-002f5p29.jpg
Lend a Hand!--Bonds Buy Bombs	United States. Department of the Treasury; Reynard, Grant	1939-1945	Pilot with a Victory Hand raised, seated among bombs.	image/jpeg	en_US	Abbott Laboratories	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p3	oksa_1972-002f5p3.jpg
For Liberty and Peace on Earth--Give War Bonds	United States. Department of the Treasury; Simpson, Lyman	1944	Liberty Bell, paper Christmas bells, and part of a holly wreath hang over war bonds.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p30	oksa_1972-002f5p30.jpg
"Art Education in ""Schools at War""--School Art Sells Bonds--Builds Victory"	United States. Department of the Treasury; Longyear, William	1943	Chart showing the ways art is used for the war effort. A statement at the top alludes to this purpose.	image/jpeg	en_US	Related Arts Service	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p31	oksa_1972-002f5p31.jpg
You Are One of 50,000,000 Americans Who Must Fill Out an Income Tax Return by March 15th--File Yours Early	United States. Department of the Treasury; United States. Bureau of Internal Revenue	1944	"Withholding receipt and a Form 1040. Urges people to file their taxes early. ""You must file an income tax return if your income in 1944 was $500 or more."" One of two posters issued by the Bureau of Internal Revenue with the United States' Treasury Department."	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Text	posters	oksa_1972-002f5p32	oksa_1972-002f5p32.jpg
You Are One of 50,000,000 Americans Who Must Fill Out an Income Tax Return by March 15th--Do It Now!	United States. Office of War Information; United States. Department of the Treasury; United States. Bureau of Internal Revenue	1944	"""Avoid the rush--Find out where you stand on payments or refund...today."" One of two posters issued by the Bureau of Internal Revenue with the United States' Treasury Department."	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Text	posters	oksa_1972-002f5p33	oksa_1972-002f5p33.jpg
Let 'Em Have It--Buy Extra Bonds	United States. Department of the Treasury; Perlin, Bernard	1943	Soldier throwing a hand grenade.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p34	oksa_1972-002f5p34.jpg
Protect His Future--Buy and Keep War Bonds	United States. Department of the Treasury; Nichols, Ruth	1944	Young smiling boy held aloft.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p37	oksa_1972-002f5p37.jpg
Fire Away!--Buy Extra Bonds	Schreiber	1944	"Two sailors on a U. S. Navy ship looking out for possible contact. ""In memory--U.S.S. 'Dorado'"""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p39	oksa_1972-002f5p39.jpg
Bonds Build Ships!--Buy More Bonds	United States. Department of the Treasury; Picken, George	1945	Naval ship under construction.	image/jpeg	en_US	Abbott Laboratories	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p4	oksa_1972-002f5p4.jpg
1946 Resolution--That Every American Buy and Hold U. S. Savings Bonds	United States. Department of the Treasury	1945	Resolution written on a scroll, lying atop war bonds.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p40	oksa_1972-002f5p40.jpg
Help Produce with War Bonds	United States. Department of the Treasury; United States. Office of Education; Rojankovsky, Feodor	1944	Map of the U. S. displaying where in the country various crops and war items are produced. Also included are prices for the war equipment. On the reverse side are more detailed information, facts, activities, and instructions on how schools can participate in raising and saving money for the war. This document is part of a news bulletin that was published as part of the Schools at War Program.	application/pdf	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Text	bulletins	oksa_1972-002f5p41	oksa_1972-002f5p41.pdf
For Peace and Security--Buy Bonds	United States. Department of the Treasury; Ball, Linn	1945	Three Wise Men following the star to Bethlehem.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p43	oksa_1972-002f5p43.jpg
There Is No Safer Place for Your Money - and It's Here When You Need It!	United States. Department of the Treasury	1945	Graph showing the return on war bonds in ten years. Includes a letter from Fred M. Vinson, Secretary of the Treasury.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p44	oksa_1972-002f5p44.jpg
...And We Talk About Sacrifice--Buy War Bonds	United States. Department of the Treasury; Couillard, Roger	1943	Woman crying with a destroyed village behind her.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p45	oksa_1972-002f5p45.jpg
United States Indian School Posters (3 in 1)	United States. Department of the Treasury; Quintana, Ben; Mirabal, Eva; Presbetonequa, Charles	1942	"Three posters designed by students of the United States Indiana School in Santa Fe, New Mexico. All three posters are printed together with dotted lines to indicate where people may cut them apart to better display them. Ben Eva Mirabal painted the Native American sending smoke signals to ""Buy War Bonds."" Charles Presbetonequa painted the ""More Tomahawks for Our United Warriors,"" juxtaposing a Native American with a tomahawk and the Curtiss P-40C Tomahawk airplanes. Ben Quintana painted the Native American children going to the post office to buy war bonds."	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p46	oksa_1972-002f5p46.jpg
Revolutionary War Inspirational Posters (4 in 1)	United States. Department of the Treasury; Daugherty, James	1942	"Four historically defining moments from the Revolutionary War, accompanied by slogans encouraging Americans to purchase war stamps and bonds. The scenes depicted include: ""Lexington, 1775""; ""Independence--July 4, 1776""; ""John Paul Jones said: 'I have not yet begun to fight'""; and ""Washington crossed the Delaware."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p47	oksa_1972-002f5p47.jpg
Wanted - Fighting Dollars--United States Defense--Bonds--Stamps	Wilkinsons	1942	"Working man holding up a war bond. Encouraging the purchase of war bonds and stamps. ""Make every pay-day bond-day."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p48	oksa_1972-002f5p48.jpg
Care is Costly--Buy War Bonds and Stamps	United States. Department of the Treasury; Treidler, Adolph	1945	"Injured soldier sitting against a wall. The same art is used for the ""Care is Costly--Buy and Hold War Bonds"" poster."	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p49	oksa_1972-002f5p49.jpg
We'll Take Care of the Rising Sun--You Take Care of Rising Prices	United States. Office of War Information; United States. Office of Economic Stabilization	1945	Young soldier on an island in the Pacific.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p5	oksa_1972-002f5p5.jpg
Help Send Them What It Takes to Win--Do Your Job with War Stamps and Bonds	United States. Department of the Treasury; United States. Office of Education; Lufkin, Raymond	1943	Soldiers unloading supplies overseas. On the reverse side are more detailed information and suggestions on how schools can participate in raising and saving money for the war. This document is part of a news bulletin that was published as part of the Schools at War Program.	application/pdf	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	bulletins	oksa_1972-002f5p50	oksa_1972-002f5p50.pdf
Do Your Part to Win the War--Buy More War Savings Stamps	United States. Department of the Treasury; United States. Office of Education	1942	Pictures of items soldiers need and how much they cost. On the reverse side are suggestions on how schools can participate in raising and saving money for the war. This document is part of a news bulletin that was published as part of the Schools at War Program.	application/pdf	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	bulletins	oksa_1972-002f5p51	oksa_1972-002f5p51.pdf
90% Posters with Progress Chart (3 in 1)	Lufkin, Raymond; United States. Department of the Treasury; United States. Office of Education	1939-1945	"Three posters encouraging American students to improve their academic performance to the 90 percentile. The first poster features a black and white image of Uncle Sam: ""Our Class Below 90%--Hey, Kids, You Let Me Down!"" The second poster is a banner with a Revolutionary soldier: ""90% or More."" The last poster is a progress chart, featuring American soldier cut-outs that can attack Japanese soldiers stationed at various percentiles of progress. The chart urges students to ""Save EVERY Stamp Day."" This document may be part of a news bulletin that was published as part of the Schools at War Program."	application/pdf	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p55	oksa_1972-002f5p55.pdf
Victory - Now You Can Invest in It!--Victory Loan	Cornwell, Dean	1945	An eagle atop a stack of loans with stars and the American red, white, and blue behind it.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p56	oksa_1972-002f5p56.jpg
Buy Now for the Bigger 7th War Loan Through Payroll Savings	United States. Department of the Treasury	1945	Working class people lined up with money in their hands to buy bonds.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p58	oksa_1972-002f5p58.jpg
Next!--Japan--6th War Loan	United States. Department of the Treasury; Bingham, James	1944	A soldier's face looming large over Japan. Poster depicts a bomb landing on the Japanese flag.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p59	oksa_1972-002f5p59.jpg
Am I Proud!..--I'm Fighting Famine...by Canning Food at Home	United States. Department of Agriculture; Williams, Dick	1946	A woman with her arms full of home-canned foods	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p6	oksa_1972-002f5p6.jpg
We Made It!--How About You?	United States. Department of the Treasury; Fagg	1945	"A smiling soldier waving next to a tracking graph for ""Our Victory Loan Quota."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p60	oksa_1972-002f5p60.jpg
Victory Loan--Buy Your Extra Bonds - Here	United States. Department of the Treasury	1945	The Victory Loan logo in red, white, and blue: a burning torch flanked by olive branches.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p61	oksa_1972-002f5p61.jpg
United We Are Strong--United We Will Win	United States. Office of War Information	1943	Cannons bearing flags of the United Nations, firing into the air.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p7	oksa_1972-002f5p7.jpg
